,Sample_27_1,Sample_28_1,Sample_29_1,Sample_30_1,Sample_31_1,Sample_33_2,Sample_34_3,Sample_37_2,Sample_38_1,Sample_40_2,Sample_27_2,Sample_28_2,Sample_29_3,Sample_30_2,Sample_31_2,Sample_33_3,Sample_34_5,Sample_37_3,Sample_38_2,Sample_40_3,Sample_27_5,Sample_28_5,Sample_29_5,Sample_30_5,Sample_31_5,Sample_33_5,Sample_34_6,Sample_37_5,Sample_38_5,Sample_40_5,Sample_27_neg,Sample_28_neg,Sample_29_neg,Sample_30_neg,Sample_31_neg,Sample_33_neg,Sample_34_neg,Sample_37_neg,Sample_38_neg,Sample_40_neg,Sample_27_pos,Sample_28_pos,Sample_29_pos,Sample_30_pos,Sample_31_pos,Sample_33_pos,Sample_34_pos,Sample_37_pos,Sample_38_pos,Sample_40_pos
PTGS2,-1.836732563,-1.304222948,-0.599058933,-0.1645357,-0.203894375,-0.510364456,0.889562942,-0.228841729,-0.380829932,-0.195556392,-1.699897841,-0.67381307,-0.794561955,-0.223752827,-0.978924555,-1.026735119,0.687220222,0.412617561,0.191377648,-0.342935997,-1.678614624,-0.515167368,-0.614261725,-0.885263668,-1.187712277,-1.080561107,-0.391366307,0.564395962,-0.642258367,-0.242351045,1.110516115,-0.00939201,1.370139497,1.37100556,0.275455728,0.197330968,1.36159437,-2.039967646,0.660447331,1.492342844,0.937694458,0.82113649,1.409815522,0.498390756,-0.170083565,1.659729433,0.054078869,1.477020945,1.673103233,1.506681646
PTPN14,-0.518864718,0.194489988,0.39327835,0.898851559,0.609333719,0.363332939,0.986851094,0.948217394,0.572067725,0.769974108,-0.573357526,0.144924723,0.496354036,0.751153917,0.26823661,0.564488166,0.708906182,0.623713756,0.38579422,0.826644918,-0.033351326,0.393640213,0.852808221,0.828487621,0.508387823,0.485996621,0.082937206,0.698625571,0.399279329,0.714155357,-0.798964661,-0.176159812,-1.855293713,-0.950686977,-0.569093409,-0.942634882,-0.176964333,-1.855293713,-1.388231312,-0.327507078,-1.855293713,-0.678997365,-0.973579867,-1.855293713,3.638072361,-0.761643871,-1.855293713,-0.725640232,-0.32979092,0.092933128
PTPRQ,-0.302042267,-0.281097944,-0.239798829,-0.302042267,-0.302042267,-0.084388632,-0.108814767,-0.105124064,0.789065545,-0.302042267,-0.262521137,-0.228270887,-0.176775528,-0.233829562,-0.26978998,-0.222308086,0.412385812,-0.202124607,0.73735594,-0.262884277,-0.278992812,-0.116061741,0.017516474,-0.302042267,-0.229364686,-0.280440253,-0.182282714,-0.172995041,0.144248821,-0.238778615,-0.203274174,-0.302042267,-0.302042267,-0.302042267,-0.302042267,-0.302042267,-0.302042267,-0.302042267,-0.302042267,-0.267361019,0.666514992,-0.302042267,0.894162069,-0.302042267,6.608507646,-0.302042267,-0.302042267,-0.01444704,-0.204615084,-0.268697287
RAB20,-0.785171114,-0.382472444,-0.617665455,0.133291379,0.256865105,-0.12699678,0.820866236,0.067047743,0.03787956,-0.027723569,-0.443053525,-0.021649445,-0.379051039,0.314787655,0.507521197,-0.672802939,0.707697932,0.217699561,0.099991131,-0.302976764,-0.69857426,-0.905700851,-1.167112961,-0.19026213,-0.298329603,-0.342888607,-0.334257237,-0.228186084,0.026306284,-0.269331949,0.961759939,-2.726264178,-1.329652135,1.150834439,0.283999057,0.451719695,1.063978741,-2.726264178,0.874475715,0.853706594,1.801640945,0.254879011,1.298801497,1.074149325,-2.726264178,1.53577355,-0.576899335,1.089298484,1.239178976,1.155401007
RASAL3,-0.536266288,-0.172870645,-1.175370498,-0.318706922,-1.121454625,-0.148809072,0.310350569,0.23654518,0.16206615,-0.148891799,-0.101153389,-0.193570625,-0.463717349,-0.020089123,-0.332564456,-0.013723095,0.574324314,0.465761213,0.022942587,-0.415784237,0.060385289,-0.709209118,-0.800856044,-0.646355416,-0.725069858,0.144243935,0.691249237,0.251787665,0.387816441,-0.036418856,0.580167043,-0.423301812,-2.189456398,0.375407017,0.92064241,-0.347207884,0.740122637,-2.189456398,1.450633959,1.076312928,0.674816035,-0.189419916,0.614785338,-2.189456398,3.172213504,1.125497862,-2.189456398,1.031196148,1.698079075,1.031290079
RBFOX3,-0.659594814,-0.080514297,0.22843195,-0.373519164,-0.171497226,-0.043385853,-0.57365952,1.57636173,-0.00266066,-0.394314366,-0.531282059,1.228493787,1.105596493,-0.475233446,0.035380722,1.736571816,-0.549127688,-0.594731961,-0.417457313,0.108214295,-0.081714552,2.102461028,2.377838176,-0.183632436,0.214462109,-0.257911119,-0.151369208,1.683763692,-0.522182766,1.035885663,-0.443836794,-0.933053414,-0.933053414,-0.409683068,-0.774830456,-0.13728669,-0.509555028,-0.933053414,-0.379143237,-0.720802805,-0.933053414,-0.120205659,0.491093789,-0.933053414,3.827403267,-0.630424638,-0.933053414,-0.933053414,-0.480962652,-0.550065146
RELN,1.135199977,-0.147575903,-0.588290085,-0.875844577,-0.857446251,-0.328338404,-0.864788568,0.860069565,0.141681891,-0.890480816,0.953443648,0.358671513,-0.186005655,-0.799327593,-0.815611051,0.640347786,-0.933751658,-0.365061826,-0.037422768,-0.737909297,-0.264456009,1.12522374,1.598527058,-0.537363757,-0.49018844,0.269395435,0.16741758,0.440530996,0.108636869,-0.201347148,0.240995854,0.351004577,-0.990238845,-0.545455905,-0.881947541,-0.495246182,-0.317778034,2.586623672,-0.516313552,-0.94550153,-0.990238845,-0.970754154,-0.066770425,2.288390517,2.495514017,-0.526378271,3.009140212,-0.567727135,-0.123159973,-0.912094708
RGS1,-0.923434654,-1.299440781,-1.305068056,-0.709655489,-0.944030909,-0.586060716,0.637379214,-0.022509679,-0.525146928,-0.370351501,-0.811412083,-0.743625267,-1.132841782,-0.105200579,-0.21790743,-1.163670559,1.096479518,0.409012153,-0.573794019,-0.530490773,-1.023524126,-0.786997384,-1.491258825,0.239552271,-0.926025922,-1.046328163,-0.350836765,0.01051295,-0.773260117,0.042418835,1.122043509,-0.291226858,0.093256872,1.667691158,1.364339453,0.288140098,1.372509139,-1.702674263,1.06185525,1.527230511,0.670456458,0.548670361,0.958187423,0.243147043,-0.833826045,1.872896079,0.904776598,1.50738084,1.647526845,1.905137097
RGS10,-0.134284247,-0.057973995,-0.629003373,-0.412026936,-0.993635607,-0.120509175,0.293729896,0.082606323,-0.021552843,-0.280128579,0.047763771,-0.364203299,-0.306589935,-0.225842039,-0.270940601,-0.022376289,0.349765259,0.136180545,-0.201965133,-0.508001153,0.175566291,-0.376211001,-0.426472712,-0.635995952,-0.543826653,0.138709897,0.767887422,0.206161188,0.302600113,0.022686699,0.446548706,0.333222117,0.970869399,1.245724052,1.422438821,0.472075171,0.711131242,-3.098773239,1.121744884,0.509388744,1.488599734,0.085515883,1.303667642,-3.098773239,-3.098773239,1.017367642,-0.829869696,0.987047302,1.241378902,0.777351289
RILPL2,-0.458702166,-0.371730971,-0.687726188,-0.227187748,-0.414425419,-0.417845145,0.381176624,-0.098071874,-0.132541445,-0.159180151,-0.527350296,-0.267724887,-0.257754033,-0.069825734,-0.12919306,-0.319972036,0.283955591,-0.026205293,-0.05141231,-0.259149872,-0.34347451,-0.139802689,-0.368302699,-0.276600262,-0.477564442,-0.424590439,-0.196858221,-0.158825672,-0.096926861,-0.232210523,0.94467731,0.605265495,1.172157841,1.027393611,0.337908805,-0.21744948,1.212739906,-3.039564292,0.777844477,1.282761292,1.375684878,1.023075698,1.288080802,0.51162993,-3.039564292,1.071178142,-3.039564292,1.658105456,1.069669102,0.903992342
RNASET2,-0.860251176,-0.268133612,-1.176610646,-0.546918303,-0.926130962,-0.032514803,0.512216811,-0.0628806,-0.070681794,-0.413666464,-0.564393642,-0.438050373,-0.74273254,-0.077230943,-0.101416566,-0.321733575,0.322182327,0.270048894,-0.23557672,-0.656181767,-0.286504598,-0.759539372,-0.978504243,-1.074070683,-0.661088969,0.025922202,0.543368095,0.209870238,0.290321466,-0.278628426,0.382143349,-0.475066427,0.541025482,1.068247764,1.476893915,0.275619965,0.747634313,-4.5268055,1.112966069,0.628899714,1.600212037,0.248695003,1.097673851,0.232739869,-1.166239765,1.287194888,1.073653777,1.099659438,1.57049765,1.083865353
RND3,-0.093563456,-0.056386906,0.134323034,1.255838559,0.985704647,0.985767522,1.126314501,0.319627477,0.970141058,0.172818533,0.351671885,0.185405355,0.036140325,1.132440359,0.460622469,0.447525149,0.778346663,0.658070255,1.243005648,-0.033138459,-0.206162571,-0.361541372,-0.156447639,0.511286459,-0.416169969,-0.252284677,-0.696298533,0.090706037,0.610316241,-0.358869705,0.17346713,-2.660904685,-1.532873723,0.375752482,-0.771100596,-1.436862999,0.565760873,1.432801695,-0.295751501,-0.304573541,-0.163897043,-0.883557067,-1.212159961,-2.660904685,2.35026879,-0.277514565,-2.660904685,-0.15782628,0.317099669,-0.021528195
RYR2,-0.847669948,0.354836792,-0.438025779,-0.62915616,-0.621092448,-0.17004334,-0.75711947,1.427152261,-0.182962678,-0.509398251,-0.823515027,0.49549346,0.662737339,-0.600260462,-0.167573973,1.641660991,-0.745282068,-0.015688552,-0.660274527,-0.185852733,-0.310435124,1.279833806,2.294164284,-0.600438025,-0.280999251,0.803772013,1.142578199,1.501354609,-0.308290987,0.840867712,-0.304409226,-0.361944196,-0.86296504,-0.655563039,-0.811383318,-0.741613518,0.283556269,1.066146986,-0.685871936,-0.72908934,-0.86296504,-0.644598532,0.121043694,-0.86296504,4.28827847,-0.090766177,-0.86296504,0.026097224,-0.305479885,-0.592915978
S100A11,-1.720743811,-0.854388954,-0.509033613,0.017865712,0.005895679,-0.269985243,1.29752206,-0.188426141,-0.171152974,0.434857915,-1.408534998,-0.372646904,-0.354411711,0.58634949,0.49279848,-0.867856427,0.982927686,0.224601971,0.101229341,-0.129412247,-1.486808983,-0.896970945,-2.269225246,-0.489535399,-0.785107041,-0.40244935,-0.747911185,-0.445559251,-0.075905239,0.275445426,-0.976693406,0.527784274,0.386169621,1.095751514,1.128521071,0.795612115,0.614667383,1.818367326,1.300834076,1.042929266,0.993677777,0.704345616,0.295395232,-2.989358897,-1.488677978,0.858086323,0.672719878,1.131191256,1.099638101,1.015611354
S100A4,-1.340242198,-0.434083372,-0.546931868,0.136683738,-0.422045463,0.105843788,0.993410444,-0.3111027,0.172494927,0.03370639,-1.211482823,-0.240751343,-0.631378385,0.322883901,-0.202546876,-0.546683879,0.739366718,0.020035442,0.25300006,-0.491991703,-1.160005695,-0.479128442,-1.094501882,-0.208096813,-0.60492757,-0.667700448,-0.667653728,-0.109870347,0.19128961,-0.298964076,-0.998375537,1.719291467,1.213060253,1.026984159,0.753239744,0.805338866,0.780192283,0.747041852,1.557577026,1.070474485,0.310910802,1.607699924,-0.227138662,-2.922241412,-2.922241412,-0.120479181,1.959424049,0.817556891,0.888879822,0.634179177
SCARA3,0.457119116,0.450402724,0.360462216,0.191866296,0.621894549,0.478162161,-0.369590387,0.95813128,0.484583561,0.690394127,0.760816759,0.745594148,0.710140415,0.392309041,0.865074159,0.775866431,0.447927011,0.665123307,0.643649853,0.490751452,0.925918166,0.844987711,-0.035013796,0.220214965,0.655728685,0.761018,0.27879492,0.401464855,0.361831986,0.482989443,0.837611675,-0.469678168,-0.166201145,-0.841835982,-0.357793727,-0.666668252,0.169266887,-2.901044781,-1.400015335,-0.224795214,-1.592948738,-0.375395107,-1.169407935,-2.901044781,1.722417166,-0.415946972,-2.901044781,-0.932199234,-0.841302097,-0.290586636
SELPLG,-0.260140772,-0.139764199,-1.365700836,-0.360705031,-1.420285676,-0.178927424,0.601343971,0.213250961,0.001488898,-0.287142019,0.169818642,-0.443647173,-0.235926151,-0.116234659,-0.393502093,-0.058755928,0.431736985,0.37777448,-0.236999507,-0.763038363,0.239979202,-0.341107365,-0.342719414,-0.58126289,-0.501379525,0.160448311,0.778081415,0.204009038,0.500384002,0.087440844,0.493284207,0.296810597,0.786240021,0.908158098,1.156422677,0.082634328,0.590506644,-3.07512433,0.991176907,0.781519808,1.218494208,0.803812447,1.066693964,-3.07512433,-3.07512433,0.765198527,0.450055006,0.596242882,1.550508756,0.949096193
SERPINB1,-1.75175103,-0.318643729,-1.097408701,-0.594403041,-1.592974422,-0.449183036,1.105191258,0.254892818,0.164878388,-0.218349937,-1.333794738,-0.27749979,-0.41392867,-0.155320938,-0.278829551,-0.250198814,0.651106858,0.461663719,0.181394569,-0.680386896,-1.39519555,-0.548515997,-1.024221488,-0.819717807,-1.534683629,0.197155531,0.453230382,-0.191827474,0.09600949,-0.034796475,-0.648871699,0.978965979,-1.422108902,1.067564803,0.68044375,-0.476173047,0.927577092,0.403409081,0.456558449,1.726938293,-0.398116029,0.593359874,0.064500961,-0.549435533,-0.669460132,1.310064086,3.613608173,0.998748276,1.37437795,1.364157277
SERPINB9,-0.821225837,-0.427148045,-1.50054607,-0.639267419,-1.281411421,-0.068135657,0.438458196,0.135072099,0.084659812,-0.635823863,-0.323518434,-0.393188167,-0.819710937,-0.573953624,-0.70732409,-0.359547525,0.290217188,0.524086749,-0.178224855,-0.691338951,-0.367301112,-0.371710162,-0.16774782,-0.554870337,-1.010784892,-0.021109586,0.057491442,0.445410438,0.254258824,-0.122516648,1.169271227,-0.365806058,1.016773348,0.844714397,0.521190768,-0.032410484,1.392553399,-2.929041561,0.436405738,0.680906865,0.757084384,-0.259152657,0.960435651,1.296347146,-2.929041561,1.870256574,0.513712505,1.850186348,1.89639005,1.115974628
SERPINE1,-2.21050811,-1.326260719,-0.704898537,0.741812139,0.534777919,-0.318277949,1.075287184,-0.134124089,0.672601831,0.398238085,-1.259407932,-0.396991957,-0.350431005,0.862841828,0.702015045,-0.842048389,1.439917944,0.564540659,1.074968613,0.049965138,-2.104542374,-1.582389841,-2.258571516,-0.226991422,-0.584455532,-1.300137537,-0.143562313,0.078485708,-0.129418845,-0.108889714,0.795598349,-1.631344023,-0.110489818,1.298728515,0.48547597,-0.879972055,1.439441756,0.740819964,0.115831987,0.366265841,0.85254682,-0.633287019,0.646762943,0.93164198,-0.31563914,-0.127662928,-0.345523934,1.879615491,1.298722562,0.978922425
SH3TC1,-1.021187787,-0.384203812,-1.6093787,-0.773885787,-1.310214691,-0.214141457,0.793324007,0.329239081,-0.05131761,-0.259047645,-0.575810104,-0.518219773,-0.710229261,-0.285421914,-0.271968044,-0.443985942,0.716736436,0.552020584,-0.296035561,-0.416529711,-0.463176357,-0.76111997,-1.331658104,-1.041918093,-1.015407363,0.050091775,0.128031802,0.219371023,0.188205855,0.108340977,0.662752669,-0.535824562,-0.208879963,-0.082075357,0.768227179,-0.13723232,0.978496596,1.877689008,0.114843823,0.506056651,1.713274912,0.140299284,0.74739645,1.827510889,-3.396515883,1.429192409,-0.575394822,1.661573352,1.629919597,1.548186234
SLC16A3,-1.303650617,-0.508354806,-0.189169191,0.064163301,0.418367581,-0.171671293,1.193324457,0.011068577,0.106421885,0.360652288,-0.885110891,-0.05126042,-0.220082914,0.42141626,0.679790179,-1.060334121,1.026500475,0.510997259,0.142863801,-0.080798503,-1.085761712,-1.111245989,-1.467789118,-0.835954769,-0.721108124,-0.329506332,-0.44047131,-0.045467554,0.116769238,-0.233227247,-0.4166365,0.306340384,1.057821645,0.754353528,0.403440369,-0.152422569,0.788263378,-3.361406626,0.476855689,0.906644805,0.586652148,0.669886703,0.270399256,1.40563639,-3.361406626,0.891813297,1.31353335,0.863935716,1.106992465,1.177932808
SLC2A5,-1.057979988,-0.429483646,-1.325463246,-0.42023412,-0.874987743,0.242714831,0.959505185,0.655713641,0.034834186,-0.469937233,-0.321081399,-0.347570779,-0.527730491,-0.038245163,0.37675425,-0.227768761,0.437559383,0.876312609,-0.073111392,-0.642657389,-0.248234432,-1.011648281,-1.065684272,-1.124559452,-0.857949665,0.300480978,0.582769987,0.435893906,0.265761822,-0.370426625,0.650946389,-1.495024292,-1.053052228,0.709884985,1.063294179,0.1172788,0.851978774,0.279538822,0.322304827,0.263954279,1.333161265,-0.534129119,1.14111798,-4.092088909,-0.114458539,1.580786103,1.775767974,1.135722106,1.350479069,0.978990833
SLC7A7,-0.838675034,-0.628469527,-1.451246342,-0.168147716,-1.094755478,0.095383367,1.220510896,0.234238125,0.034352687,-0.077485771,-0.688018063,-0.537318591,-0.62042871,0.223901391,-0.046537015,-0.647863117,0.878078969,0.499032779,-0.143381907,-0.665798468,-0.63261352,-1.378647632,-1.449798154,-0.77248768,-1.004281446,-0.158696641,0.365151559,0.179415464,0.19745772,-0.100399963,-0.041075715,-1.066289083,0.501944129,1.315878099,1.139605897,-0.512660201,0.769108697,-3.894950998,0.473686263,0.629933595,1.230473188,0.220947847,0.872749884,1.116678932,-0.192284543,1.512623955,1.030852347,1.087902397,1.494313954,1.488089169
SLFN5,-0.172665171,-0.035894138,0.041409084,-0.051420229,-0.346193589,1.318064375,1.055064213,0.874026005,0.854554343,1.260081548,-0.299242938,0.099839892,0.477479599,0.518724574,0.087336518,0.688136291,0.69172898,1.216950113,0.927981628,0.91656414,-0.792362015,-0.530768726,0.104949449,-0.73947592,-0.132843974,0.946621028,0.988140164,0.613337489,0.533443065,0.683549596,-0.510239644,-0.285117058,-1.989893596,-0.428961049,-1.026783385,-0.493383078,0.351659781,-1.989893596,-0.650727114,0.591858677,-1.989893596,-1.329689279,-1.386384449,-1.989893596,2.62741427,0.046369501,-1.989893596,-0.164488527,0.075436824,0.735387117
SLITRK6,-0.210299747,-0.164605512,0.506016178,-0.175108076,-0.300393194,-0.063416407,-0.280437133,-0.207053998,0.269490788,-0.300393194,-0.300393194,-0.278554986,0.358815452,-0.222576002,-0.300393194,-0.090552204,-0.241686422,-0.300393194,0.063471081,-0.300393194,0.046919986,-0.226332495,-0.195409341,-0.257636047,-0.300393194,-0.251065438,-0.208388533,-0.17839098,-0.099410708,-0.007782772,-0.109579865,-0.300393194,-0.300393194,-0.300393194,-0.300393194,-0.300393194,-0.300393194,-0.300393194,-0.300393194,-0.300393194,-0.300393194,-0.300393194,-0.300393194,3.717275258,5.644013179,-0.285593237,-0.300393194,-0.300393194,-0.243471751,-0.300393194
SNTB2,0.32256206,-0.008137399,0.446187965,0.270981964,0.321630918,0.61303638,0.770931063,0.417878729,0.453457999,0.945920462,0.556629274,0.241161327,0.491612273,0.265346182,0.316717339,0.386385928,0.568215024,0.226228747,0.523654845,1.037915863,0.216184366,0.326314629,0.599344796,0.203706861,0.261085127,0.428495318,0.002594437,0.240486637,0.291247709,0.936438787,0.158813788,-1.307296295,-2.059617073,-1.061562161,-0.928134744,-0.837303019,-0.248243092,1.902489275,-1.357171727,0.4362141,-1.446667789,-1.451639367,-1.447593002,-2.059617073,3.214894957,-0.817458295,-2.059617073,-1.151694485,-0.459722579,0.306710048
SORBS2,-0.337246231,0.340725611,-0.693138275,0.875941255,-0.071608755,-0.058313847,-0.759887776,0.88934961,0.347817897,0.473126696,-0.473251313,0.691025517,0.146248218,0.416526905,0.122217104,0.81781944,-0.294890354,-0.13060964,0.104221236,0.59946027,-0.172325045,1.324271484,1.448390548,0.973410806,0.219283263,-0.101272862,0.109559542,0.844320993,0.0659326,0.766827028,-0.541639904,-0.334101013,0.137805755,-0.064581135,-0.465916892,-1.576019605,-0.464667254,2.467138172,-1.235664879,-0.200336828,-1.789822171,-0.123789116,-1.108041681,-1.789822171,3.553942877,-1.267092761,-1.789822171,-0.700228126,-0.951911396,-0.239361626
SPHK1,-0.5234515,0.354601008,0.885223051,-0.253294557,0.289335671,-0.20900919,0.982646589,-0.233680987,0.353625492,0.286142695,0.278325685,0.102746846,0.800304151,0.257630494,0.324925977,-0.415294028,1.05028357,0.517887286,0.724243851,0.138793105,-0.270545366,0.240362052,-0.911116689,-0.994632697,-0.524787213,0.285313103,0.111670861,-0.28108102,-0.156136193,-0.332349857,0.512464482,-2.271107708,-2.271107708,-0.065949153,-0.36836833,-0.803881553,1.02275643,-2.271107708,0.075755779,0.402495486,2.714536287,-0.035421828,0.499466144,-2.271107708,-2.271107708,0.794193755,0.395071665,1.796712431,0.833498565,0.703526192
STX11,-0.804816857,-0.777522201,-0.820943382,-0.535839956,-0.469779298,-0.384240262,0.424928438,-0.299234955,-0.340664424,-0.478189524,-0.769782217,-0.674021853,-0.670372526,-0.384283874,-0.547672772,-0.669035624,0.115733225,-0.068532277,-0.280865268,-0.562906089,-0.905598611,-0.813503573,-0.937728362,-0.870627309,-0.773906304,-0.729428816,-0.377598729,-0.264464796,-0.375709991,-0.403707009,1.574177182,0.525871325,1.506954746,1.04809042,0.074559548,0.376911666,1.496380391,-1.569539056,0.956732697,1.408078851,1.714507679,0.228540464,1.703455395,-1.569539056,-1.569539056,2.08008241,0.320559922,2.090907743,1.722064372,1.331057555
STYK1,-0.508431537,-0.380599754,-0.294796945,-0.508431537,-0.457405897,-0.147147848,-0.12728744,1.23906387,-0.364510585,-0.420347835,-0.508431537,0.793558754,0.660584651,-0.401210451,-0.297002296,1.174569535,-0.22174422,-0.273109817,-0.393894754,-0.102788041,-0.368648182,1.579359141,2.401092095,-0.202101502,-0.270516977,-0.289946983,-0.174271742,1.359667298,-0.417650919,0.679156485,-0.508431537,-0.508431537,-0.508431537,-0.508431537,-0.420989238,-0.508431537,-0.037221966,-0.508431537,-0.104885404,-0.328075283,-0.508431537,-0.508431537,-0.508431537,-0.508431537,-0.508431537,-0.487800423,5.288476518,-0.508431537,-0.135604972,-0.429495825
SUGT1P1,-0.422051711,0.364092106,-0.189618883,-0.296800871,-0.102929067,0.359061148,0.328497931,0.580598638,0.456378507,0.467060434,-0.138598348,-0.263104607,-0.218788975,0.13715057,-0.126928628,0.780752334,0.075462501,0.37599349,0.101826458,0.391705931,0.125624467,-0.028136691,0.545714787,-0.314593013,0.612627587,0.91272471,1.071449782,-0.102308577,0.192828378,0.354941121,0.032687862,-1.291180353,-1.291180353,-0.053606409,0.005668865,-1.291180353,0.694444782,-1.291180353,-0.561663153,0.022460024,-1.291180353,-1.291180353,-0.232708447,-1.291180353,5.245330759,0.178373286,-1.291180353,-1.291180353,0.329199556,-0.07019546
SULF1,0.747074218,0.770243887,-0.533218903,-0.118748782,-0.734649923,0.970810648,1.481805521,0.590881435,0.960728081,-0.125564037,1.024885176,0.859396709,0.358154639,0.178230484,-0.051649588,0.479164185,1.459546606,0.645988854,1.126313325,-0.558534862,0.54080549,-0.10126321,0.452791195,-0.322655863,-0.129931258,0.768526501,0.005701097,0.162938055,0.950941968,-0.264081491,0.793352348,-1.480258403,-1.480258403,-1.06383999,-1.335519421,-0.676003183,-0.08675995,1.469378129,-1.133591693,-1.30413651,-0.709708531,-0.587957963,-1.284023164,-1.480258403,3.08386974,-0.996482176,-1.480258403,0.531839725,-1.056586614,-1.317427294
SYDE2,-0.370342587,-0.313683314,-0.590479238,0.43633112,-0.132504772,-0.366103201,-0.079975382,0.262999869,0.218715658,-0.533532826,-0.54153127,-0.2935016,-0.117715561,0.399495264,-0.295725108,0.464023062,0.043276063,-0.057118537,0.297333542,-0.65664209,-0.475958257,0.044531762,0.938490381,0.467813391,-0.085190929,0.477293988,-0.042586456,0.346077799,-0.324329514,-0.162859295,-0.353720528,0.766377873,-0.71861486,-0.557056673,-0.564673973,-0.71861486,-0.336490275,4.245177507,-0.71861486,-0.663625931,-0.71861486,-0.663628097,0.016883254,-0.71861486,4.312302118,-0.614456746,-0.71861486,1.08319954,-0.632157995,-0.683042874
TBXAS1,-0.365976786,-0.284382014,-1.226016455,-0.732741267,-1.24583292,0.027459066,0.66834673,0.344559641,-0.002751316,-0.082593685,-0.198456642,-0.317645352,-0.638369186,-0.283574298,-0.143740592,-0.06110645,0.618563365,0.496223946,-0.112172842,-0.581472641,-0.310332864,-0.850736368,-1.156287789,-1.071367101,-0.905300062,0.100739692,0.633423413,0.247544585,0.275515961,0.022150323,0.480269407,-0.606931412,0.00437767,1.116514161,1.141397103,0.111570044,0.881661981,0.925769041,0.51638112,0.939214696,0.791898613,-0.303309158,0.895014294,-3.261120075,-3.261120075,1.649000916,0.817699613,1.289389929,1.549347773,1.459304267
TGM4,-0.440819158,-0.393956214,-0.22568607,-0.398939729,-0.396734649,-0.456566967,-0.368706052,-0.393744067,-0.359812126,-0.427659431,-0.411292895,-0.456566967,-0.40735909,-0.356149728,-0.362352282,-0.410255845,-0.345342912,-0.40980969,-0.248337008,-0.383568888,-0.456566967,-0.42291016,-0.456566967,-0.414024392,-0.270217128,-0.423446619,-0.456566967,-0.405867474,-0.441470907,-0.377645952,-0.367468645,0.460650026,1.977778166,-0.402343335,-0.445644396,-0.003939483,-0.363865331,3.044157164,0.010285606,-0.429709628,0.463478036,-0.053603165,0.079124615,2.960716188,3.682672775,-0.372765922,2.639101473,-0.429380297,-0.276319817,-0.393980729
THEGL,-0.319198335,-0.319198335,-0.162699415,-0.055064534,0.175218911,-0.173169985,-0.150621949,-0.117545071,0.311445889,-0.26908273,-0.319198335,-0.1779821,-0.111877218,0.019949269,-0.090605927,-0.041613673,-0.113050501,-0.213599061,-0.137976138,-0.319198335,-0.319198335,-0.319198335,-0.003499256,-0.269442431,0.205822234,-0.208674273,-0.319198335,-0.204996834,-0.016390955,-0.209570626,-0.319198335,-0.319198335,-0.319198335,-0.319198335,-0.245790647,-0.319198335,-0.198013731,-0.319198335,-0.319198335,-0.075774099,-0.319198335,-0.319198335,-0.319198335,-0.319198335,5.604014283,-0.319198335,3.826246243,-0.319198335,-0.192490632,-0.319198335
TLR2,-0.911663686,-0.373014899,-1.074915116,-0.453233335,-0.719146787,-0.006869809,1.430915976,0.687674718,0.070524271,0.22291386,-0.535873639,-0.238991076,-0.488422469,-0.141414295,0.11970192,-0.391976938,1.030025494,0.896982705,0.05565753,-0.315859501,-0.762999349,-0.678825233,-0.948744968,-0.96807168,-0.889391135,-0.084915166,0.408874463,0.45364751,0.144494631,0.100125743,0.498335493,-0.832264338,1.146959958,0.797925344,0.741983506,-0.281868451,1.032771825,-3.327416503,-0.111366438,1.283779434,0.916488984,0.25063833,0.27364308,-3.327416503,0.567594847,0.999435837,-0.424663551,1.463012158,1.113330243,1.581887004
TMSB10,-1.475107777,-0.428010314,0.497939693,-0.140346461,0.132290704,-0.164445915,0.646900544,-0.43660826,-0.037734013,0.278297642,-1.67457656,0.274510528,0.189176379,0.148178756,0.488493137,-0.441321733,0.620006607,-0.408117139,0.331574249,0.075800068,-1.459670037,0.301163048,-0.539621944,-0.228304838,-0.51582168,-0.842483606,-1.117195116,-0.540005663,-0.348412854,-0.080458193,-1.505219946,1.582700564,1.616832502,0.546745994,0.760079639,1.84483254,0.026865357,-0.067370315,1.569981795,0.284848093,1.407273979,1.526883459,0.414943974,-1.514561546,-3.454673761,0.075790072,1.852205799,-0.149080578,0.087904205,-0.013071075
TMSB4X,-1.446963793,-0.153662586,-1.311890723,-0.393557291,-0.638068263,-0.614925331,0.140315358,-0.30251251,-0.474606659,-0.407253212,-1.106925953,-0.199139522,-0.422749217,0.148657342,0.294245206,-0.42238863,0.750054841,-0.033958882,-0.302093984,-0.628517159,-1.399158284,-0.380475671,-1.110025594,-0.664904548,-0.702500314,0.028344665,0.108840878,-0.37287284,-0.201569702,-0.45837005,-1.202738545,1.196269109,1.152919266,1.173538685,1.456352359,2.001693044,0.677464798,-1.359647445,1.775568423,0.256091875,1.695189832,1.33028431,1.542566386,0.26754328,-2.898432194,1.018604342,1.25915848,0.489307844,0.818279741,0.028618835
