,Sample_27_1,Sample_28_1,Sample_29_1,Sample_30_1,Sample_31_1,Sample_33_2,Sample_34_3,Sample_37_2,Sample_38_1,Sample_40_2,Sample_27_5,Sample_28_5,Sample_29_5,Sample_30_5,Sample_31_5,Sample_33_5,Sample_34_6,Sample_37_5,Sample_38_5,Sample_40_5,Sample_27_neg,Sample_28_neg,Sample_29_neg,Sample_30_neg,Sample_31_neg,Sample_33_neg,Sample_34_neg,Sample_37_neg,Sample_38_neg,Sample_40_neg,Sample_27_pos,Sample_28_pos,Sample_29_pos,Sample_30_pos,Sample_31_pos,Sample_33_pos,Sample_34_pos,Sample_37_pos,Sample_38_pos,Sample_40_pos,Sample_27_2,Sample_28_2,Sample_29_3,Sample_30_2,Sample_31_2,Sample_33_3,Sample_34_5,Sample_37_3,Sample_38_2,Sample_40_3
GSTA4,0.76817811,0.613566797,0.900146715,0.446063405,0.456053285,0.377931472,-0.489209374,0.438699183,0.618989346,0.564220911,0.800549943,0.622807396,0.683929166,0.543237531,0.6826524,0.179707268,0.286875932,0.479817351,0.536442335,0.66586837,0.774546139,-0.271578384,-2.720269073,0.013512064,0.330064084,-0.185814261,-0.038320907,-2.720269073,-0.26283679,0.355399828,-2.720269073,-0.104272285,-0.232390851,-2.720269073,-2.720269073,-0.598605355,-0.694789341,-0.352967553,-0.136626917,0.151914154,0.766227144,0.720451076,0.750004002,0.289552416,0.346964162,0.425574946,-0.277282809,0.335164822,0.610129018,0.71079942
INAVA,0.231178914,0.859454346,1.554671803,-0.472445943,0.39661513,0.757118668,-1.285752169,0.206514553,0.669084428,0.792537664,-0.759898616,-0.773196658,-0.926366325,0.367725785,0.837287286,0.919921941,-0.320597832,0.315648047,0.744099692,1.151765392,-0.390859176,-1.564757566,-1.564757566,-0.659659418,-0.397776776,0.820034322,-0.617710768,2.79301972,-0.467842891,1.164979694,-1.564757566,-0.366919967,-1.320021276,-1.564757566,-1.564757566,-0.636384807,-1.564757566,-0.570430154,0.042182608,1.172538948,0.146728211,1.064005155,0.980262113,-0.672047687,-0.116132751,-0.008141505,-0.611276729,0.560254556,0.517346816,1.697031053
JPT1,0.701736865,0.77949859,0.902587562,0.101435258,0.133858227,0.30297866,-0.186901638,0.051002191,0.424992239,0.253383541,0.478935279,0.236661707,0.163967432,0.293360784,0.294519274,-0.180199703,-0.546595085,0.065094468,0.239195343,0.383183523,0.589276899,0.209651037,-0.431567682,0.336584041,0.4582874,0.350101584,0.040053917,-3.193351936,0.296378771,0.691603397,0.014469939,0.724473802,0.037845017,-3.193351936,-3.193351936,0.092759827,-3.193351936,0.00758014,0.221538506,0.53650871,0.654568452,0.924641684,0.666753196,0.157258267,0.304640761,-0.048401408,-0.027642615,0.01982048,0.551042201,0.502486904
LRRTM4,1.351947873,-0.115239123,0.058540587,-1.244552411,0.588355579,0.92009262,0.30751558,0.802816026,0.529711373,1.194455512,0.845459964,0.866664338,1.636066042,-1.209251208,0.925113379,0.084221798,-0.210239809,0.921950035,0.10526566,0.99237169,1.397295299,-1.542152553,-1.542152553,-1.397986142,0.114362858,-0.872006193,0.109164821,-1.542152553,-1.542152553,0.991800554,-1.542152553,-0.600319951,-0.6997832,-1.542152553,-1.542152553,-0.90001733,-1.542152553,-0.004734812,-0.593695182,0.699315577,1.299747305,0.469520295,0.289946898,-0.913165835,0.159602256,0.653118955,0.734797475,0.072941756,0.427316944,1.54873257
MARCKSL1,0.699938281,0.870249,0.992426824,-0.181098118,-0.082088172,-0.015095242,-1.942207461,-0.005980341,0.3444728,0.119569439,0.708466618,-0.134183338,-0.309532333,0.030285017,0.625779639,0.560035192,0.780872765,0.331633003,0.49223209,0.583080257,0.613730769,-0.144030458,-0.015215098,-0.023449772,0.273096903,0.135348139,0.369273486,-5.339982002,-0.095436824,-0.001985226,-0.675880952,0.417417993,0.6620573,0.168723736,-1.48037367,0.231059115,-2.090018545,0.14021792,0.035476636,-0.149735826,0.711270994,0.844108366,0.709683056,-0.161723022,0.183652372,0.104169988,-1.009114032,0.370632089,0.19463651,0.553534135
MAST1,0.820706737,0.390998055,0.754047636,0.207285471,0.566234476,0.572371222,-1.198434056,1.076969437,0.741513331,0.433501306,0.990072428,1.22277677,1.565645719,0.163212092,0.965969405,0.183525267,-0.402136433,1.15062439,0.573281092,0.534158059,1.049246834,-0.914068746,-1.962177787,-0.922572276,0.061475212,0.060390117,-0.955679871,-1.962177787,-0.148539961,0.263350913,-1.962177787,-0.736600848,-0.478566094,-1.962177787,-1.962177787,-1.252386259,-1.962177787,-0.76322635,0.195001178,0.262775484,0.806562213,0.870362214,0.929803798,-0.149301697,0.428272788,1.134612262,-0.865861573,0.100931713,0.774740221,0.710023049
MCM10,-0.631118341,0.73441487,2.120157994,-0.011810984,-0.097584568,0.356103573,-0.012265969,-0.009603833,0.645783542,0.823455708,-1.237387789,-0.576211236,-1.183139121,0.790432883,1.017060758,0.21294639,-1.138873489,0.229607741,0.338260981,1.223691748,-1.102346194,-0.20515347,-1.344554674,-0.360872879,0.307431207,-0.295583028,-0.061923715,3.237841123,-0.77503837,0.956095216,-1.344554674,-0.548935971,-0.644473481,-1.344554674,-1.344554674,-0.314841847,-1.344554674,-1.302189241,-0.112110929,0.983891859,-0.931208917,1.070451418,1.717651474,-0.477373302,0.150895815,-0.690780747,0.213310595,0.258690601,0.587559901,1.467865397
MLLT11,0.788581313,0.398033834,0.905936571,-0.159264428,0.097551316,0.677580919,-0.419458929,0.502263907,0.49433379,0.812049828,0.594419452,0.873688212,1.173057468,-0.028422696,0.364010823,-0.095796703,-0.56550697,0.638189143,0.37688515,0.878790454,0.768166529,-0.073321488,-3.220822695,-0.092201032,0.027672228,-0.203152832,-0.458720405,-3.220822695,0.010768358,0.753142597,-1.010921414,-0.132193793,-0.80091967,-1.396158635,-3.220822695,-0.820126054,0.740366154,-0.511590931,0.014509276,0.419501243,0.744077209,0.758114756,0.698846701,-0.05232405,0.223242676,0.696909121,-0.464004214,0.088009422,0.533348549,0.894505327
MMP15,1.035561048,0.652856997,0.516675899,-0.04487101,0.77210175,0.420099387,-0.703136116,0.034082092,0.705246052,1.091288058,0.561767587,0.11186404,0.147779867,0.159516476,1.210624228,0.03260437,-0.067090896,0.056626834,0.529792103,1.291066553,0.466379345,0.224577446,-2.211663485,-0.769537265,0.518743229,-0.32148914,-0.38847748,-2.211663485,-0.519563137,0.976368899,-2.211663485,0.185586059,-0.624047945,-2.211663485,-2.211663485,-0.828251824,-2.211663485,-0.477249125,-0.190218393,0.997296473,0.948960857,1.128799288,0.756831185,0.024119453,0.589998057,0.069645804,-0.318238823,0.05827688,0.662796482,1.584219268
MMP16,0.089648519,0.063779521,1.039579497,0.076029699,0.244082333,0.812865212,-0.431355694,0.252795496,0.825029729,1.368541387,0.443658965,-0.603907351,0.02001103,0.993049718,1.095742711,0.575040114,-0.213635675,0.318026784,0.200962711,1.492179509,1.160482063,-0.569389686,-1.995931265,-0.524874508,-0.224331399,-0.387863896,-0.464087224,0.674656846,-1.376781736,1.330161067,-1.995931265,-1.477170338,-0.654570133,-1.995931265,-1.995931265,-0.867584975,-1.995931265,-0.914815336,-0.37453421,1.550672392,0.237223003,0.397768637,1.159748791,-0.277066587,0.047458076,0.148787628,-0.05618698,0.231983165,0.651548518,1.896298931
MPPED2,0.261384495,0.779432603,0.04749723,1.001292503,-0.129570285,0.62145536,-1.50614846,0.981144692,-0.051017675,-0.39222448,0.734409216,1.184288477,1.666926793,1.539309527,1.664455863,0.614102139,-0.161402273,1.078486318,-0.066244655,0.459959558,0.634328212,-0.004443706,0.815337447,0.627680959,0.697023207,0.175839926,-0.884930796,-2.050533901,-1.073612879,-0.045979246,-2.050533901,-0.646613181,-0.259744257,-2.050533901,-2.050533901,-1.156882575,-2.050533901,-1.125023179,-1.037085508,-0.155204127,0.329067411,1.048503892,0.4393269,-0.057957379,0.527495211,0.674766279,-0.212587828,0.394006188,-0.333485081,0.555306669
MYB,-0.965354375,0.684357778,2.390877273,-0.86177253,-0.631547277,0.124236268,-0.303323763,-0.550073557,0.478569436,-0.130334668,-0.831123739,-0.509480279,-0.856559444,-0.442006441,-0.056284485,0.374400574,-0.849768504,-0.371246588,0.215323405,0.411503197,-0.82605453,2.148963499,2.867060166,0.027102298,-0.611308251,0.612644287,-0.316092885,3.360489355,0.023632829,1.424046677,-1.025082335,-0.058732324,-0.198646,-1.025082335,-1.025082335,-0.588381628,-1.025082335,-0.696470345,-0.246289749,0.500335866,-0.804318091,0.381068635,1.02503866,-0.900234192,-0.556318793,-0.43819502,-0.157648104,-0.300940476,0.44881747,0.660367708
NCALD,0.395387721,0.621288071,0.329536167,0.540716433,0.878807464,0.695329646,-1.126155317,0.914553667,0.720060213,0.378669947,0.301503287,0.856047672,1.788109595,0.888728965,1.139081433,0.378153116,-0.178185221,1.221784108,0.537069324,0.538394055,0.158890289,-0.276742257,-2.527550077,-0.185590898,0.256018456,-0.263683729,-0.697830652,-0.557845206,-1.089186005,0.039772274,-0.702778584,-0.607985308,-0.948339944,-2.527550077,-2.527550077,-1.019565978,-2.527550077,-0.340840258,-0.6437406,-0.08875855,0.496004086,0.854070179,0.711647317,0.048871762,0.796574641,0.949210959,-0.511014658,0.51048099,0.677749387,0.72593225
NLGN3,0.226373572,0.373664765,0.423300957,0.48511327,0.514094081,0.241109264,-1.874582997,0.523961273,0.567418597,0.667152569,0.304027389,0.201232962,0.295311208,1.08871541,1.380293203,0.329750868,0.402574257,0.588228091,0.636601149,0.964116136,0.504466603,-0.107694585,-0.903508433,-0.36028607,0.422253608,-0.520317245,-0.127179175,1.066462898,-1.024023012,0.424996518,-1.320058532,-0.273166549,-0.247824207,-1.914671537,-3.5805872,-0.515300947,-3.5805872,-0.438341867,-0.110356188,0.423958592,0.343263578,0.460718527,0.386402843,0.195320673,0.563339545,0.206983247,-0.126510125,0.357762884,0.345152284,1.110875046
NOL4,0.783094651,0.58425788,0.377097519,0.466587912,0.160703615,0.629182374,-1.010369928,0.744253689,0.010786091,0.407371713,0.856116016,0.943489414,1.370352373,0.606706258,0.606490762,0.0534263,-0.746922864,0.750436449,-0.074322489,0.423311728,1.166167116,-1.683754476,-1.683754476,-0.377787813,-0.426878273,-0.535529264,-0.880422726,3.564621026,-1.29709879,0.201475639,-1.683754476,-0.186562236,-0.465544477,-1.683754476,-1.683754476,-1.061247812,-1.683754476,-0.78658139,-0.698143595,0.134703307,0.83520573,0.745538483,0.509208114,0.287058411,0.401243697,0.667100824,-0.689584487,0.208120752,0.097505966,0.747909196
OLIG2,1.276358862,0.413275661,0.858755121,-0.3403999,0.171076392,0.049039853,-2.106921175,-0.055209849,0.275607544,0.404303426,1.083701322,-0.22967986,-0.399010099,0.313692458,0.991602611,0.396165028,0.227411326,0.224073375,0.193863667,0.705241791,1.268304337,-0.296244837,-0.056563422,0.031624124,0.682837684,0.416885979,-0.086457628,-3.609272649,0.040063717,0.795978273,-0.791144817,0.171396896,0.497067375,-1.033723418,-3.609272649,-0.27546677,-1.848663676,0.126448189,0.188572757,0.5817218,1.198989106,0.361138823,0.581222726,-0.564352469,0.087355366,0.122171776,-0.57960988,0.079057044,0.132220166,0.934768526
PAK3,0.102036114,0.680756551,0.132059855,-0.884665524,-1.023027775,1.2356585,-0.301141901,1.534465343,0.882008563,0.837752052,-0.005580019,1.822058711,2.678164313,-0.265508178,-0.403960861,0.043263213,-0.402646478,1.578501793,0.703503475,1.032322295,0.548834017,-1.306216047,0.777756915,-0.712156693,-1.147492426,-0.772139718,-0.299719918,-1.306216047,-1.306216047,0.355782327,-1.306216047,-0.809970343,-1.306216047,-1.306216047,-1.306216047,-0.789990698,-1.306216047,-0.94582226,0.103318746,0.445248594,0.061724263,0.724711681,0.722887367,-0.783198435,-0.615786035,1.69981742,0.064110537,-0.000278911,0.739149843,1.106922063
PAK5,0.592338518,0.610907808,1.227038817,-0.949182222,-0.893760869,-0.401752129,-1.006498526,1.111131703,0.10269029,0.211779931,0.836811047,1.448223932,1.95270754,-0.826919808,-0.173257698,-0.705655252,-0.347323398,1.306365822,-0.395317399,0.826554263,1.176530509,0.333075075,-1.040202846,-0.463616912,-0.718475355,-0.751127729,-0.770063399,3.6598225,-1.040202846,0.223257264,-1.040202846,-0.360914812,-0.854886605,-1.040202846,-1.040202846,-0.900074344,-1.040202846,-0.339631363,-0.795333066,0.146201476,0.654059587,0.987959485,0.940268132,-0.774358626,-0.677342437,1.206426384,-0.989912044,0.022707372,0.001879802,0.757883812
PCDH11X,0.411400964,-0.334300725,1.661410978,-0.468014713,-0.72452152,-0.079029289,-0.763163236,0.76825761,0.080324173,-0.059409061,0.962442504,0.555302966,0.838991686,-0.580376102,-0.629890444,0.850203038,-0.494229286,0.67889499,-0.658142521,0.27201659,0.920411716,-0.780774239,-0.780774239,-0.674780667,-0.766400864,-0.516125858,-0.694072916,4.95777363,-0.66603389,0.415264859,-0.780774239,-0.297546814,-0.616521068,-0.780774239,-0.780774239,-0.50201999,-0.780774239,-0.780774239,-0.772166709,0.726465269,0.534102028,0.504042325,1.146035952,-0.556605961,-0.715887925,0.734588489,-0.780774239,-0.57908557,0.260504396,1.116084881
PFN2,0.967385847,0.698286317,1.345438054,-0.102258686,-0.401641294,0.53049378,-0.24211712,0.509733515,0.621945208,0.440520224,0.854612079,0.744536475,0.947197552,-0.169202322,-0.167964153,0.453676445,0.159160517,0.624410979,0.627757098,0.537165112,0.857255661,-0.064413672,-0.173127508,-0.413161893,-0.903928027,-0.088999445,-0.254805798,0.825511954,-0.535806283,0.043992144,-0.740213805,0.227313418,-0.630587857,-3.808774839,-3.808774839,-0.449860059,-1.941506408,-0.558749432,-0.248422346,-0.197213016,0.940857904,0.760549115,0.955759547,-0.152668556,-0.508348175,0.501545543,-0.086576321,0.352870086,0.610692502,0.510454774
PHLPP1,1.114938851,0.73633392,0.128053053,0.303843751,0.240163008,0.460430356,-1.061529162,0.736317996,0.309833229,0.417972925,1.076068667,0.338944543,0.541781557,0.776786827,0.868461435,0.914273984,1.04295854,0.712502492,0.267931114,0.64063769,0.903340348,-0.135657493,-1.046183593,-0.467503257,-0.362379503,-0.352184138,0.241219872,-3.415604861,-1.531318646,-0.055032455,-2.191820104,-0.815521239,0.15216978,-1.110478798,-3.415604861,0.057604359,-1.044284888,0.13438468,-0.044380151,0.085216325,1.063520372,0.303524973,0.557615272,-0.000217172,0.038220504,0.76419261,-0.223490592,0.667941826,0.001361242,0.674644807
PLCB4,0.929620857,0.618628055,0.359953994,-0.58392915,-1.458071866,1.312859001,-0.876181644,0.997937558,0.566279091,0.437746391,0.932818986,0.658265655,1.752964178,-0.598793447,-0.805421355,0.630710114,0.266295198,0.872621202,0.451084588,0.745884732,0.910472023,0.414592645,-1.810633917,-0.618240738,-0.777091884,-0.775927913,-0.391751062,2.886664036,-1.031336972,0.227965977,-0.480922057,-0.135376128,-1.340425026,-1.810633917,-1.810633917,-1.118783066,-1.810633917,-0.155171887,-0.444627626,0.338524459,0.823580659,0.654399715,0.66203366,-0.819201791,-0.985802187,0.841599712,-0.068492211,0.354847422,0.171753862,0.887979905
PODXL2,0.664290669,0.628116492,1.325372921,-0.002983456,-0.073619425,0.353058218,-1.426134272,0.201901952,0.551977542,0.191128742,0.828609164,0.685168055,0.716939228,0.121986467,0.461380138,0.264849265,0.035282336,0.452744948,0.455563506,0.486910409,1.078472266,-0.157588686,-1.07683914,-0.311667613,-0.000266554,0.046155359,-0.24426599,-3.367065954,-0.010751452,0.490451384,-0.552625835,0.014570129,-0.094385851,-3.367065954,-3.367065954,-0.113454499,0.405355585,-0.034444781,0.061864341,0.221990384,0.586518708,0.907014103,1.184416422,-0.15472442,-0.095456635,0.398161022,-0.637093568,0.043671536,0.509576321,0.714002429
RAB33A,0.115100971,0.902681444,1.54404132,-0.831418072,-0.525372511,-0.017363848,-1.129276402,-0.138513404,0.318305854,0.227608826,-0.050490583,0.383328587,0.481868706,-0.771775108,-0.254363107,0.686369705,0.524463517,0.249283976,0.160112629,0.440823449,0.190236337,1.283732875,0.43539404,0.398194154,-0.185941275,1.310662509,0.289648433,-2.520493735,0.44539357,0.4101793,-1.918535213,1.259460182,1.743679359,-2.520493735,-2.520493735,0.324338947,-2.520493735,0.217802583,0.293097905,0.146486016,0.080789083,0.879898641,0.733342526,-0.646124169,-0.293900298,0.368234888,-0.856167309,-0.033121404,0.433809778,0.455967536
RAP2A,1.132490227,0.746519449,0.70751544,0.167160492,0.06308036,0.661071381,-0.109346845,0.590692726,0.724777968,0.255472554,1.022491095,0.389932288,0.841678222,0.204511058,0.380424366,0.456591394,0.486958668,0.717199596,0.655554763,0.452596532,1.162268052,-1.034697877,-1.464069397,0.112704229,-0.102340072,-0.6309208,-0.079556562,-3.48459758,-1.039193359,0.092976851,-1.675355665,-0.526250537,-0.41153572,-3.48459758,-1.030452653,0.071051991,-1.858275108,-0.21006027,0.191529755,0.233270766,1.020496505,0.733928302,0.60543642,0.070227789,0.149919981,0.539975748,-0.176240793,0.534436307,0.71755176,0.424997782
RUFY3,1.265168663,0.374903776,0.243899195,0.31509521,0.16524355,0.441683542,-0.412331676,0.469909237,0.262222397,0.500847199,0.960472905,0.493731283,0.911955278,0.069622832,0.440354072,0.682522942,0.705904675,0.617968362,0.239340434,0.625852463,0.886929119,-1.645123135,0.009152256,-0.378659844,-0.692805553,-1.20951322,0.022934818,1.9708936,-1.786640873,-0.038555988,-1.353418043,-0.354126975,-0.418160001,-0.908220414,-4.55747395,-0.141314618,-1.610735817,-0.39939273,-0.423953244,-0.096600469,1.142630609,0.301582174,0.292544013,0.107184695,0.279867363,0.732954739,-0.353480301,0.441060281,0.211287806,0.594787363
SATB1,0.823811302,0.3862257,0.500438597,-0.119367747,0.102173056,0.817079,0.682091396,0.876029,0.663858197,0.429781737,0.844679335,0.38871855,1.315409288,0.191001147,0.709398064,0.448071317,0.33424078,1.0218358,0.549870094,0.575308705,1.080941336,-1.991430735,-1.034665518,-0.411062577,-0.411195429,-0.366593797,-0.069612805,-2.942718945,-0.618465371,0.41040131,-2.942718945,-0.825871306,-0.863728202,-0.333027054,-2.942718945,-0.35400249,-1.331054529,-0.336768867,0.269007632,0.679615502,0.766003975,0.270013848,0.666745962,-0.410637406,-0.194761821,0.786123333,0.263875828,0.406397056,0.527395731,0.71385991
SCG3,1.144623463,0.769532105,0.58288659,0.322240972,0.402479126,0.278588549,-1.705667053,0.808764723,0.388815028,0.471657342,1.423069552,0.987532779,1.00744334,0.511310793,0.788900672,0.129768405,-0.062390788,0.601991388,0.476250346,0.551370662,1.285078065,0.198850322,-0.732274363,-0.221140597,0.013702314,-0.987529067,-0.789437889,0.177258069,-1.054499262,0.223180659,-0.629272469,0.007787631,-0.950553192,-2.802259677,-2.802259677,-1.395605037,-2.802259677,-0.755269878,-0.636077236,0.074020681,1.330277974,0.68772011,0.687779111,0.073872068,0.363035938,0.580041178,-0.252627576,0.30860708,0.321691717,0.598994684
SORCS3,1.291047898,-0.447192782,0.493791457,-0.758422755,0.388027964,0.573349577,0.442597646,0.581504353,0.621685624,1.242100265,1.301882073,0.445138015,1.094748666,-0.72316713,0.010561513,-0.263054334,-0.299103793,0.916416456,0.290050833,0.648918227,1.413454586,-1.671790359,-1.671790359,-1.246355382,-0.953372222,-1.671790359,-0.249020348,2.678847127,-0.920322533,0.447786495,-0.234560258,-0.849381215,-0.577935952,-1.671790359,-1.671790359,-1.325895078,-1.671790359,-0.393971393,-1.016105195,0.464148,1.189227881,0.116921797,0.589019308,-0.295281032,0.53346118,0.287801005,0.098535506,0.575241745,0.616001595,1.231616766
SPTBN2,0.795644828,0.429068006,0.929030128,-0.339608345,-0.231648161,0.39665758,-0.987025978,1.248373768,0.747582319,-0.207700227,0.780090725,2.00992706,2.081394691,0.028680131,0.430468112,0.102844694,-0.370646894,1.249167914,0.489722343,0.713965886,1.167166254,-0.065482487,-2.266766598,-1.504247459,-0.985678725,-0.862132286,-0.66085603,0.196312276,-1.093129461,-0.703115523,-2.266766598,-0.633920374,-1.06942015,0.25343582,-2.266766598,-1.175728517,0.414480502,-0.290738069,0.027378787,-0.355885078,0.840685983,1.163453396,1.091614,-0.308374452,-0.316072446,1.296095362,-0.569541773,-0.25567968,0.522363668,0.381327674
STMN4,0.228341704,0.288401861,0.160653654,-0.546534709,-0.235352422,0.053455223,-3.043143661,0.115750659,0.246354285,0.360832177,0.117680194,0.583378815,0.561540315,-1.051099501,0.404625895,1.198839542,1.226575631,0.357640879,0.347511042,0.697721823,0.232318712,-0.449200633,0.140593968,0.571448863,0.012957013,0.836097824,0.844100824,-3.314021323,0.271925929,0.473463327,-1.328925698,-0.404970961,0.409938415,0.897942091,-3.314021323,1.150404806,-0.924942475,-0.112658842,0.534094124,0.311981607,0.171143688,0.377799901,0.39104849,-0.127609659,0.402760379,0.85361706,-1.496536575,-0.015071917,0.137798388,0.393350589
